date_of_extract,post_text,Post ID,Page ID,Page name,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Negative feedback from users: Hide all,Negative feedback from users: Hide,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,source_file,Impressions,Negative feedback from users,Unique negative feedback from users,Unique negative feedback from users: Hide all,Unique negative feedback from users: Hide,"3-second video views by top audience (F, 35-44)","3-second video views by top audience (F, 45-54)","3-second video views by top audience (F, 55-64)","3-second video views by top audience (F, 65+)","3-second video views by top audience (F, 25-34)","3-second video views by top audience (F, 18-24)","3-second video views by top audience (M, 45-54)","3-second video views by top audience (M, 35-44)","3-second video views by top audience (M, 65+)","3-second video views by top audience (M, 55-64)","3-second video views by top audience (M, 25-34)",3-second video views by country (United States (US)),3-second video views by country (Canada (CA)),3-second video views by country (Mexico (MX)),3-second video views by country (Australia (AU)),3-second video views by country (British Virgin Islands (VG)),3-second video views by country (South Korea (KR)),3-second video views by country (Greece (GR)),3-second video views by country (Taiwan (TW)),3-second video views by country (Spain (ES)),3-second video views by country (Germany (DE)),3-second video views by country (Kenya (KE)),3-second video views by country (Thailand (TH)),3-second video views by country (Lebanon (LB)),3-second video views by country (India (IN)),3-second video views by country (Montenegro (ME)),3-second video views by country (Portugal (PT)),3-second video views by country (Malawi (MW)),3-second video views by country (Pakistan (PK)),3-second video views by country (Philippines (PH)),3-second video views by country (Sweden (SE)),"3-second video views by top audience (M, 18-24)",3-second video views by country (United Kingdom (GB)),3-second video views by country (Puerto Rico (PR)),3-second video views by country (Japan (JP)),3-second video views by country (Romania (RO)),3-second video views by country (Netherlands (NL)),3-second video views by country (Nigeria (NG)),3-second video views by country (Turkey (TR)),3-second video views by country (Italy (IT)),3-second video views by country (New Zealand (NZ)),3-second video views by country (Singapore (SG)),3-second video views by country (Argentina (AR)),3-second video views by country (Ukraine (UA)),3-second video views by country (Fiji (FJ)),3-second video views by country (Poland (PL)),3-second video views by country (Nepal (NP)),3-second video views by country (Austria (AT)),3-second video views by country (Vietnam (VN)),3-second video views by country (Peru (PE)),3-second video views by country (Switzerland (CH)),3-second video views by country (Israel (IL)),3-second video views by country (Ireland (IE)),3-second video views by country (Malaysia (MY)),3-second video views by country (South Africa (ZA)),3-second video views by country (Saudi Arabia (SA)),3-second video views by country (Macedonia (MK)),3-second video views by country (Costa Rica (CR)),3-second video views by country (Guernsey (GG)),3-second video views by country (Cyprus (CY)),3-second video views by country (American Samoa (AS)),3-second video views by country (Jamaica (JM)),3-second video views by country (Norway (NO)),3-second video views by country (Serbia (RS)),3-second video views by country (Brazil (BR)),3-second video views by country (United Arab Emirates (AE)),3-second video views by country (Georgia (GE)),3-second video views by country (Hungary (HU))
2025-04-20-Feb-24-2025_Apr-20-2025_400180840672860,CEC is proud to recognize children and youth with ,1058375846336949,100064936292137,Council for Exceptional Children,NA,0,02/24/2025 09:11,N/A,https://www.facebook.com/cechq/posts/pfbid0FsDWZpVdrn1qvDhjnAnxAb6j5zuZ7sySyStNxyx7HMbtsMeAWnS9c3ZJwjJ6mgUEl,0,0,Photos,NA,NA,NA,NA,Lifetime,2357,1721,9,8,0,1,56,23,3,30,NA,NA,NA,NA,NA,NA,NA,2025-04-20-Feb-24-2025_Apr-20-2025_4001808406728607.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,"Students with disabilities, like Kellen, are spend",1104294201745113,100064936292137,Council for Exceptional Children,NA,0,04/18/2025 12:30,N/A,https://www.facebook.com/cechq/posts/pfbid032DmX1QVVG88jRPJugmVQcFkF8LyexPFyR5g6vCJZkMgNjWHLg28gwV8NQNLxLyyKl,0,0,Photos,NA,NA,NA,NA,Lifetime,3203,2329,33,26,1,6,55,28,12,15,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,CEC’s Division on Autism and Developmental Disabil,1104213168419883,100064936292137,Council for Exceptional Children,NA,0,04/18/2025 10:07,N/A,https://www.facebook.com/cechq/posts/pfbid0LTgsjrmXQ3rbAQDC3BAPY2BE52mtLAz2SJZVKQffNwyHbAEHMk9BN2RPwE3NvWjMl,0,0,Links,NA,NA,NA,NA,Lifetime,12216,7087,580,416,28,136,969,501,NA,468,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Check out CEC's Partner of the Month: The Stepping,1104139411760592,100064936292137,Council for Exceptional Children,NA,0,04/18/2025 08:32,N/A,https://www.facebook.com/cechq/posts/pfbid035A8rBZsuWquSgkws6nCRAnR1A4sPgTnUfMAKwJjdbCZJdSfNSZ8ReuyDweMsUpXfl,0,0,Photos,NA,NA,NA,NA,Lifetime,1121,795,1,1,0,0,6,4,1,1,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Intensifying and individualizing instruction for s,1103468725160994,100064936292137,Council for Exceptional Children,NA,0,04/17/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid0ibLuE1vVTLHvJX9mmWW6UCx7cug7V4RYrMsumP2DVMTizM7dZhwj4qSQK4ME5ZAkl,0,0,Photos,NA,NA,NA,NA,Lifetime,3670,2566,29,20,0,9,68,21,36,11,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Do you know an incredible special educator or spec,1103291741845359,100064936292137,Council for Exceptional Children,NA,0,04/17/2025 07:24,N/A,https://www.facebook.com/cechq/posts/pfbid0TgHp2gffqj5ZYeP6acz2YaJ3BAuRchbEYZqoZptadZCL4zVwwEaZjA9VMQmihnRBl,0,0,Photos,NA,NA,NA,NA,Lifetime,4254,2741,61,32,13,16,185,104,22,59,1,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,"Join us on May 2, 2025, for a live workshop led by",1102410341933499,100064936292137,Council for Exceptional Children,NA,0,04/16/2025 07:19,N/A,https://www.facebook.com/cechq/posts/pfbid024kDipQVRdmbU4XL5tnwEpQsbKB82HvqhhbeEFUuMTcxrwZDVvsJaSdrrAKHxNbd2l,0,0,Photos,NA,NA,NA,NA,Lifetime,918,668,1,1,0,0,7,2,2,3,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Are you passionate about special education and rea,1101640672010466,100064936292137,Council for Exceptional Children,NA,0,04/15/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid02ZZMR4Pofi2Z2EYwEDNiGjXdNKby5Xg2yMkqfajo2nHK1TKcwjeCwDBZBNH8mLk53l,0,0,Photos,NA,NA,NA,NA,Lifetime,1646,1198,7,7,0,0,24,13,5,6,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,HAPPENING TODAY: Join CEC's Senior Policy and Advo,1101484818692718,100064936292137,Council for Exceptional Children,NA,0,04/15/2025 07:03,N/A,https://www.facebook.com/cechq/posts/pfbid01PAuARo1ABZjNjFq41mxpk2eZgUtCM1FtDcZX1KaoNreVh7BL6NYNZoeXgSidYYzl,0,0,Photos,NA,NA,NA,NA,Lifetime,1194,857,8,4,0,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,The Math Frame is a strategy teachers can use to h,1101445738696626,100064936292137,Council for Exceptional Children,NA,0,04/15/2025 06:00,N/A,https://www.facebook.com/cechq/posts/pfbid02sbNFZYf3dS8pX7XGzMVGE8PdiK8cE8MaiRdYXM45vGksSLnpgYRa1p5YEtoYaW39l,0,0,Links,NA,NA,NA,NA,Lifetime,1359,986,19,14,0,5,14,2,NA,12,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,It's Exceptional Children's Week! Exceptional Chil,1100573132117220,100064936292137,Council for Exceptional Children,NA,0,04/14/2025 07:51,N/A,https://www.facebook.com/cechq/posts/pfbid02D8Cps3RR3GLpngsX6qAQZrBQXkqPUvwzXrcCqtUYvKhGeUkE7S4VUEKcpg9RBnzUl,0,0,Photos,NA,NA,NA,NA,Lifetime,7616,5333,206,131,3,72,76,39,17,20,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,It's Exceptional Children's Week! Exceptional Chil,1100572998783900,100064936292137,Council for Exceptional Children,NA,0,04/14/2025 07:51,N/A,https://www.facebook.com/cechq/posts/pfbid02hXCgwUaZnHysFPABU62MUpvTKS1Q4KnLKU1w1tMJoiTRMMAcZZuRHiWjGdD959o6l,0,0,Photos,NA,NA,NA,NA,Lifetime,2469,1753,67,53,3,11,25,16,4,5,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,#CEC2025 brought thousands of educators together t,1097777192396814,100064936292137,Council for Exceptional Children,NA,0,04/11/2025 08:22,N/A,https://www.facebook.com/cechq/posts/pfbid02k46Ap4hSSNe1afpG5PnWwGADCPzirvdr1bd4xemPK587omeFX1ir1pbQAC5xpTDPl,0,0,Photos,NA,NA,NA,NA,Lifetime,2546,1811,14,11,0,3,51,18,16,17,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,"Join us and Let's Go Learn, Inc and learn the basi",1097002149140985,100064936292137,Council for Exceptional Children,NA,0,04/10/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid02o17WHScWGJAmZF4RCEcBcBW9ckbwKXiiztj6NbkfUdKn5hEPZ3r3dHJrf9afEkw6l,0,0,Photos,NA,NA,NA,NA,Lifetime,9399,6469,96,60,7,29,338,205,30,103,1,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Visual organization of structured work systems and,1096971559144044,100064936292137,Council for Exceptional Children,NA,0,04/10/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid02kei7AJwzjMQufNFWo7PmMz8GBZeywaMQEe5GgxgnXSYLUVrUhqZHJ9dDTT1xunvfl,0,0,Text,NA,NA,NA,NA,Lifetime,3945,2963,30,18,0,12,169,83,NA,86,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,NA,1096837939157406,100064936292137,Council for Exceptional Children,NA,0,04/10/2025 09:06,N/A,https://www.facebook.com/cechq/posts/pfbid0aX3ukyctc56HouU2EtChHhGaUJrwFjxxBdzUq4oLfqzWiNRa3xtz5A5u4ExCU12ul,0,1,Videos,NA,NA,NA,NA,Lifetime,NA,328,2,2,0,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Registration is now open for the CEC & CASE Specia,1096820345825832,100064936292137,Council for Exceptional Children,NA,0,04/10/2025 08:39,N/A,https://www.facebook.com/cechq/posts/pfbid02trYA3LL3dtEdjhDfHiwWdaQSiYPfYZBQfH6iMCkZtH78w4k8zyxjEpjAdmnMTwagl,0,0,Photos,NA,NA,NA,NA,Lifetime,3450,2497,40,31,1,8,106,44,18,44,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,How should students with individual education prog,1095814005926466,100064936292137,Council for Exceptional Children,NA,0,04/09/2025 07:01,N/A,https://www.facebook.com/cechq/posts/pfbid02CWGuMbkfSsrKHEyxoCU3bPircJWbdebmEAFyvXWm6Maa9SMXVn6U96MYc8w9PdtCl,0,0,Photos,NA,NA,NA,NA,Lifetime,3429,2319,34,22,0,12,93,41,7,45,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,CEC's Virtual Convention kicks off tomorrow! Don't,1095156962658837,100064936292137,Council for Exceptional Children,NA,0,04/08/2025 15:00,N/A,https://www.facebook.com/cechq/posts/pfbid02tCrryQwoML2346UvE3qevQ2dDGKoHw2vq2y9rDrXpcRfhupGGkecGXxnazv9JkrYl,0,0,Photos,NA,NA,NA,NA,Lifetime,1471,1074,6,5,0,1,31,12,3,16,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Unlock your professional potential with the CEC Le,1094937992680734,100064936292137,Council for Exceptional Children,NA,0,04/08/2025 09:19,N/A,https://www.facebook.com/cechq/posts/pfbid0FyYsLLdTryhtBxqo6ksX3LPL142eDG4zJ6UnYjjRhzWcpK8pHZp4JinV7KTHxg8Dl,0,0,Photos,NA,NA,NA,NA,Lifetime,1176,875,4,3,0,1,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,The framework described in the article can support,1094805019360698,100064936292137,Council for Exceptional Children,NA,0,04/08/2025 06:01,N/A,https://www.facebook.com/cechq/posts/pfbid0FdTMTp7qChYseRqzpwafQNuiaEeSWQkGbutZGEaKZhKpMPZ1Br4PwFnyJ9JihfZ3l,0,0,Photos,NA,NA,NA,NA,Lifetime,4262,3090,39,25,1,13,73,29,24,20,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Not only does the Department of Education provide ,1093993432775190,100064936292137,Council for Exceptional Children,NA,0,04/07/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid04M4uhRkGQrSdDVMUX5rvHGSQt7fwTpSBoTnt1VPPQp7hVYa6RBM6VzvWSpf9spjXl,0,0,Photos,NA,NA,NA,NA,Lifetime,8825,5995,203,138,12,53,329,251,35,43,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,"Join CEC's Senior Policy and Advocacy Advisor, Kun",1093847379456462,100064936292137,Council for Exceptional Children,NA,0,04/07/2025 07:25,N/A,https://www.facebook.com/cechq/posts/pfbid0gFAAsHmXnEbkR5nxMhT84EqrNZ3SNd5KDGZLP2CLLqAermjFngfnTwYa5iraxhDul,0,0,Photos,NA,NA,NA,NA,Lifetime,3856,2418,81,55,2,24,80,45,4,31,NA,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,Happy April! 🌷 While we weather April showers and ,1090978839743316,100064936292137,Council for Exceptional Children,NA,0,04/04/2025 08:32,N/A,https://www.facebook.com/cechq/posts/pfbid01YkoXzjBYs4qJtT57diB2zoctTpQ44SnoiCBkc93U6PLRH5H2Mkk4DY9qBWBn1Vl,0,0,Photos,NA,NA,NA,NA,Lifetime,23508,16697,563,405,7,151,203,126,77,NA,2,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311,"All children – no matter their zip code, race, dis",1090209056486961,100064936292137,Council for Exceptional Children,NA,0,04/03/2025 13:02,N/A,https://www.facebook.com/cechq/posts/pfbid0pqp6BuXaZ77XDQKmc5zwLx77hNhYnok1QWwg2ANdbCukmiDeRDZCn9vM632qTaT2l,0,0,Photos,NA,NA,NA,NA,Lifetime,28234,17343,962,774,14,174,1349,876,128,345,1,NA,NA,NA,NA,NA,NA,2025-05-18-Feb-24-2025_Apr-18-2025_693075373162311.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
